id_contrato,data_solicitacao,data_aprovacao,departamento,tipo_contrato,valor,status,dias_para_aprovacao,aprovador
CT45818,2024-08-26,2024-09-03,Operações,Fornecedor,308877.63,Aprovado,8.0,Ana Luiza Jesus
CT34819,2024-08-26,2024-09-05,Jurídico,Evento,123879.37,Aprovado,10.0,Asafe Cardoso
CT38820,2024-08-26,,RH,Consultoria,259933.62,Pendente,,
CT02663,2024-08-26,2024-08-31,Operações,Consultoria,355989.94,Aprovado,5.0,Cecilia Alves
CT09914,2024-08-26,2024-09-22,Financeiro,Consultoria,48851.72,Aprovado,27.0,Davi Lucas Carvalho
CT44135,2024-08-26,,Operações,Evento,465156.01,Pendente,,
CT23821,2024-08-26,2024-08-28,Marketing,Software,208575.81,Aprovado,2.0,Dr. João Rios
CT23084,2024-08-26,,Marketing,Treinamento,230551.38,Cancelado,,
CT34476,2024-08-26,,Financeiro,Treinamento,314134.57,Cancelado,,
CT27952,2024-08-26,,Financeiro,Prestação de Serviços,213766.98,Pendente,,
CT02673,2024-08-26,2024-09-16,Operações,Fornecedor,383790.53,Aprovado,21.0,Dr. João Rios
CT31762,2024-08-26,2024-09-15,Compras,Consultoria,347852.21,Aprovado,20.0,Apollo Santos
CT19993,2024-08-26,2024-09-10,Marketing,Consultoria,122155.53,Aprovado,15.0,Srta. Larissa Fernandes
CT09423,2024-08-26,2024-09-23,RH,Consultoria,120917.19,Aprovado,28.0,Isadora Moraes
CT13527,2024-08-26,2024-09-17,Marketing,Evento,287606.21,Aprovado,22.0,Pedro Henrique Nunes
CT39338,2024-08-26,,Financeiro,Fornecedor,134473.28,Pendente,,
CT43251,2024-08-26,,Financeiro,Treinamento,379672.45,Cancelado,,
CT34608,2024-08-26,2024-09-18,Compras,Consultoria,243484.28,Aprovado,23.0,Luiz Fernando Fogaça
CT23671,2024-08-26,,RH,Treinamento,325144.66,Pendente,,
CT34681,2024-08-26,2024-08-29,Operações,Fornecedor,393702.94,Aprovado,3.0,Calebe Rodrigues
CT48089,2024-08-26,2024-09-03,Financeiro,Consultoria,356256.37,Aprovado,8.0,Anthony Vargas
CT33444,2024-08-26,,RH,Fornecedor,16609.79,Pendente,,
CT05741,2024-08-26,2024-09-15,Compras,Fornecedor,322031.51,Aprovado,20.0,Asafe Cardoso
CT33441,2024-08-26,2024-08-31,Financeiro,Software,485830.95,Aprovado,5.0,Srta. Larissa Fernandes
CT48125,2024-08-26,,TI,Treinamento,268187.94,Cancelado,,
CT16891,2024-08-26,2024-09-17,Financeiro,Evento,73715.89,Aprovado,22.0,Alexandre Pereira
CT04053,2024-08-26,2024-09-07,RH,Prestação de Serviços,416724.95,Aprovado,12.0,Davi Lucas Carvalho
CT27972,2024-08-26,2024-09-23,RH,Treinamento,365548.36,Aprovado,28.0,Liz Costela
CT45514,2024-08-26,2024-09-10,RH,Treinamento,174606.36,Aprovado,15.0,Dr. José Miguel Porto
CT28516,2024-08-27,2024-09-12,RH,Evento,34435.69,Aprovado,16.0,Pedro Henrique Nunes
CT37433,2024-08-27,,Marketing,Fornecedor,131653.02,Rejeitado,,
CT15588,2024-08-27,2024-09-09,RH,Evento,6573.21,Aprovado,13.0,Alexandre Pereira
CT28477,2024-08-27,,Financeiro,Software,18274.84,Cancelado,,
CT22226,2024-08-27,2024-08-28,Marketing,Fornecedor,145175.14,Aprovado,1.0,Ana Luiza Jesus
CT43940,2024-08-27,2024-09-11,RH,Fornecedor,122136.36,Aprovado,15.0,Cecilia Alves
CT03393,2024-08-27,2024-09-11,Marketing,Fornecedor,303621.79,Aprovado,15.0,Srta. Larissa Fernandes
CT42531,2024-08-27,2024-09-23,Compras,Consultoria,85635.31,Aprovado,27.0,Srta. Larissa Fernandes
CT13469,2024-08-27,2024-09-24,TI,Evento,348120.89,Aprovado,28.0,Pedro Henrique Nunes
CT10105,2024-08-27,2024-09-18,Operações,Prestação de Serviços,266319.52,Aprovado,22.0,Calebe Rodrigues
CT40722,2024-08-27,2024-09-04,Operações,Treinamento,186302.86,Aprovado,8.0,Luiz Felipe Costa
CT38019,2024-08-27,2024-08-28,Operações,Prestação de Serviços,358776.15,Aprovado,1.0,Isadora Moraes
CT00100,2024-08-27,2024-09-22,RH,Fornecedor,279145.49,Aprovado,26.0,Apollo Santos
CT48588,2024-08-27,2024-09-14,Financeiro,Prestação de Serviços,352966.13,Aprovado,18.0,Sr. Theodoro Macedo
CT45821,2024-08-27,2024-09-13,Operações,Software,44001.2,Aprovado,17.0,Srta. Larissa Fernandes
CT25616,2024-08-27,2024-08-31,TI,Evento,49777.28,Aprovado,4.0,Dr. José Miguel Porto
CT42713,2024-08-27,2024-09-09,TI,Software,410577.74,Aprovado,13.0,Dr. João Rios
CT05790,2024-08-27,,Compras,Prestação de Serviços,32593.79,Pendente,,
CT01534,2024-08-27,,RH,Software,281965.48,Rejeitado,,
CT13047,2024-08-27,2024-09-10,Marketing,Evento,296211.5,Aprovado,14.0,Pedro Henrique Nunes
CT38129,2024-08-27,2024-09-09,Marketing,Treinamento,154712.14,Aprovado,13.0,Davi Lucas Carvalho
CT25750,2024-08-27,2024-08-31,Operações,Evento,270839.69,Aprovado,4.0,Liz Costela
CT15224,2024-08-27,2024-09-18,Compras,Treinamento,438782.84,Aprovado,22.0,Srta. Ana Lívia Monteiro
CT04715,2024-08-27,2024-09-14,Operações,Consultoria,481546.41,Aprovado,18.0,Anthony Gabriel Costa
CT18696,2024-08-27,2024-09-10,Jurídico,Fornecedor,261337.87,Aprovado,14.0,Luiz Fernando Fogaça
CT02646,2024-08-27,2024-09-20,Jurídico,Software,236518.86,Aprovado,24.0,Alexandre Pereira
CT03125,2024-08-27,2024-09-07,RH,Software,125134.06,Aprovado,11.0,Srta. Ana Lívia Monteiro
CT41082,2024-08-27,,Financeiro,Prestação de Serviços,49531.94,Rejeitado,,
CT15388,2024-08-27,2024-09-01,Compras,Treinamento,290573.94,Aprovado,5.0,Ana Luiza Jesus
CT05861,2024-08-27,2024-09-22,Compras,Software,389546.22,Aprovado,26.0,Joana Albuquerque
CT00023,2024-08-27,2024-09-14,Financeiro,Consultoria,58161.32,Aprovado,18.0,Calebe Rodrigues
CT09685,2024-08-27,2024-09-26,RH,Prestação de Serviços,414233.5,Aprovado,30.0,Sr. Theodoro Macedo
CT19885,2024-08-27,,Financeiro,Software,302442.57,Cancelado,,
CT03088,2024-08-27,2024-09-24,Financeiro,Evento,461803.55,Aprovado,28.0,Asafe Cardoso
CT19180,2024-08-27,,TI,Software,270157.17,Rejeitado,,
CT40883,2024-08-27,2024-09-09,Jurídico,Prestação de Serviços,365943.53,Aprovado,13.0,Davi Lucas Carvalho
CT00942,2024-08-27,2024-09-17,Jurídico,Fornecedor,498411.75,Aprovado,21.0,Calebe Rodrigues
CT24909,2024-08-27,,Operações,Evento,443640.36,Cancelado,,
CT01857,2024-08-27,,Financeiro,Treinamento,147637.62,Rejeitado,,
CT41670,2024-08-27,2024-09-05,Operações,Consultoria,266190.97,Aprovado,9.0,Liz Costela
CT05278,2024-08-27,2024-09-04,Jurídico,Consultoria,73055.06,Aprovado,8.0,Dr. João Rios
CT23655,2024-08-27,2024-09-15,TI,Prestação de Serviços,142826.28,Aprovado,19.0,Anthony Gabriel Costa
CT28277,2024-08-27,2024-09-22,Compras,Consultoria,399906.72,Aprovado,26.0,Srta. Larissa Fernandes
CT00570,2024-08-27,2024-09-16,Operações,Prestação de Serviços,406951.4,Aprovado,20.0,Luiz Felipe Costa
CT43982,2024-08-27,2024-09-01,RH,Evento,301310.02,Aprovado,5.0,Anthony Gabriel Costa
CT05302,2024-08-27,2024-08-28,Marketing,Software,472545.47,Aprovado,1.0,Srta. Larissa Fernandes
CT28254,2024-08-27,2024-09-01,RH,Evento,128623.78,Aprovado,5.0,Joana Albuquerque
CT19518,2024-08-27,2024-09-21,Financeiro,Consultoria,159803.65,Aprovado,25.0,Srta. Ana Lívia Monteiro
CT43521,2024-08-27,,RH,Evento,84757.78,Pendente,,
CT14194,2024-08-27,2024-09-10,Operações,Evento,144399.91,Aprovado,14.0,Apollo Santos
CT48735,2024-08-27,2024-09-15,Compras,Consultoria,66401.67,Aprovado,19.0,Apollo Santos
CT47627,2024-08-27,,Marketing,Software,186221.83,Rejeitado,,
CT13757,2024-08-27,2024-09-13,TI,Consultoria,31306.69,Aprovado,17.0,Alexandre Pereira
CT37940,2024-08-27,2024-09-12,Jurídico,Fornecedor,181783.94,Aprovado,16.0,Pedro Henrique Nunes
CT18187,2024-08-27,2024-09-25,Compras,Fornecedor,7743.27,Aprovado,29.0,Calebe Rodrigues
CT06441,2024-08-27,,Jurídico,Evento,460012.53,Pendente,,
CT05198,2024-08-27,,TI,Evento,131305.43,Rejeitado,,
CT30871,2024-08-27,2024-09-20,TI,Consultoria,368778.79,Aprovado,24.0,Ana Luiza Jesus
CT40676,2024-08-27,2024-09-06,Compras,Software,441764.99,Aprovado,10.0,Ana Luiza Jesus
CT30925,2024-08-27,2024-09-13,Financeiro,Software,313044.12,Aprovado,17.0,Alexandre Pereira
CT35489,2024-08-27,,Jurídico,Evento,408554.89,Pendente,,
CT29241,2024-08-27,2024-08-30,Marketing,Evento,47450.76,Aprovado,3.0,Cecilia Alves
CT38473,2024-08-27,2024-09-07,TI,Software,105666.63,Aprovado,11.0,Apollo Santos
CT08730,2024-08-27,2024-09-12,Financeiro,Treinamento,431595.99,Aprovado,16.0,Isadora Moraes
CT38066,2024-08-27,,Financeiro,Fornecedor,203111.8,Pendente,,
CT15862,2024-08-28,,Financeiro,Software,344262.16,Pendente,,
CT13335,2024-08-28,2024-09-04,Jurídico,Consultoria,418347.82,Aprovado,7.0,Srta. Larissa Fernandes
CT44048,2024-08-28,2024-09-25,Financeiro,Fornecedor,168939.02,Aprovado,28.0,Joana Albuquerque
CT39704,2024-08-28,2024-09-23,TI,Evento,302894.21,Aprovado,26.0,Ana Luiza Jesus
CT13407,2024-08-28,2024-09-01,TI,Consultoria,455935.03,Aprovado,4.0,Luiz Fernando Fogaça
CT37203,2024-08-28,2024-09-07,RH,Prestação de Serviços,350495.58,Aprovado,10.0,Asafe Cardoso
CT27624,2024-08-28,2024-09-15,Marketing,Prestação de Serviços,451083.37,Aprovado,18.0,Dr. José Miguel Porto
CT24313,2024-08-28,2024-09-22,RH,Consultoria,71835.2,Aprovado,25.0,Apollo Santos
CT27243,2024-08-28,2024-09-15,Jurídico,Prestação de Serviços,138611.51,Aprovado,18.0,Alexandre Pereira
CT46144,2024-08-28,2024-09-21,RH,Prestação de Serviços,269973.85,Aprovado,24.0,Alexandre Pereira
CT44894,2024-08-28,2024-09-22,RH,Software,317429.16,Aprovado,25.0,Cecilia Alves
CT08492,2024-08-28,2024-09-09,RH,Consultoria,71107.62,Aprovado,12.0,Davi Lucas Carvalho
CT31046,2024-08-28,,Operações,Fornecedor,257465.67,Pendente,,
CT02745,2024-08-28,2024-09-06,Compras,Consultoria,59528.71,Aprovado,9.0,Joana Albuquerque
CT35243,2024-08-28,,Jurídico,Treinamento,191320.69,Rejeitado,,
CT16786,2024-08-28,2024-09-04,Financeiro,Software,253470.2,Aprovado,7.0,Dr. João Rios
CT46130,2024-08-28,,Marketing,Fornecedor,60152.89,Rejeitado,,
CT25706,2024-08-28,2024-09-21,Marketing,Software,238557.65,Aprovado,24.0,Calebe Rodrigues
CT26081,2024-08-28,,Operações,Fornecedor,243958.28,Rejeitado,,
CT28643,2024-08-28,2024-09-15,TI,Prestação de Serviços,362436.03,Aprovado,18.0,Calebe Rodrigues
CT21641,2024-08-28,,Compras,Fornecedor,455178.33,Pendente,,
CT23627,2024-08-28,2024-09-07,Marketing,Prestação de Serviços,126085.93,Aprovado,10.0,Anthony Vargas
CT26927,2024-08-28,,RH,Prestação de Serviços,81872.52,Rejeitado,,
CT13000,2024-08-28,,Compras,Software,71211.49,Cancelado,,
CT14851,2024-08-28,2024-09-26,Compras,Treinamento,221813.58,Aprovado,29.0,Luiz Fernando Fogaça
CT44383,2024-08-28,2024-08-29,RH,Software,183095.67,Aprovado,1.0,Joana Albuquerque
CT46043,2024-08-28,,Compras,Evento,194280.68,Cancelado,,
CT48598,2024-08-28,2024-09-02,Jurídico,Software,489590.12,Aprovado,5.0,Liz Costela
CT47696,2024-08-28,2024-09-08,TI,Evento,80761.23,Aprovado,11.0,Apollo Santos
CT20034,2024-08-28,2024-09-12,Jurídico,Treinamento,142550.51,Aprovado,15.0,Cecilia Alves
CT40863,2024-08-28,,Jurídico,Prestação de Serviços,17522.9,Pendente,,
CT16191,2024-08-28,,RH,Prestação de Serviços,293655.66,Pendente,,
CT11006,2024-08-28,2024-09-11,Financeiro,Software,153735.98,Aprovado,14.0,Anthony Vargas
CT25088,2024-08-28,2024-09-27,Marketing,Treinamento,417350.65,Aprovado,30.0,Alexandre Pereira
CT31267,2024-08-28,2024-09-03,Operações,Software,142248.82,Aprovado,6.0,Luiz Felipe Costa
CT33335,2024-08-28,2024-09-02,Operações,Software,405285.36,Aprovado,5.0,Joana Albuquerque
CT25274,2024-08-28,2024-09-17,Compras,Consultoria,277573.63,Aprovado,20.0,Dr. José Miguel Porto
CT08756,2024-08-28,,Marketing,Evento,393582.72,Pendente,,
CT49783,2024-08-28,2024-08-31,Financeiro,Software,13382.42,Aprovado,3.0,Anthony Gabriel Costa
CT19802,2024-08-28,2024-09-13,Operações,Fornecedor,92802.22,Aprovado,16.0,Joana Albuquerque
CT24040,2024-08-28,2024-09-17,Jurídico,Treinamento,101179.56,Aprovado,20.0,Ana Luiza Jesus
CT05929,2024-08-28,,RH,Treinamento,201500.32,Rejeitado,,
CT13591,2024-08-28,2024-09-21,Financeiro,Prestação de Serviços,6384.38,Aprovado,24.0,Dr. João Rios
CT41897,2024-08-28,2024-09-18,Financeiro,Prestação de Serviços,366514.67,Aprovado,21.0,Asafe Cardoso
CT31238,2024-08-28,2024-08-29,Marketing,Prestação de Serviços,376676.95,Aprovado,1.0,Anthony Vargas
CT09034,2024-08-28,2024-09-11,RH,Evento,15442.83,Aprovado,14.0,Dr. João Rios
CT23187,2024-08-28,2024-09-10,Financeiro,Software,205485.8,Aprovado,13.0,Apollo Santos
CT22314,2024-08-28,2024-09-21,TI,Treinamento,105863.13,Aprovado,24.0,Isadora Moraes
CT48601,2024-08-28,,Compras,Evento,210955.42,Cancelado,,
CT03400,2024-08-28,2024-09-03,Operações,Fornecedor,498634.29,Aprovado,6.0,Dr. João Rios
CT36837,2024-08-28,2024-09-07,Jurídico,Consultoria,484823.98,Aprovado,10.0,Cecilia Alves
CT00761,2024-08-28,,RH,Prestação de Serviços,158875.35,Cancelado,,
CT04495,2024-08-28,2024-08-30,Compras,Evento,152350.72,Aprovado,2.0,Sr. Theodoro Macedo
CT00998,2024-08-28,2024-09-27,RH,Evento,114337.09,Aprovado,30.0,Srta. Ana Lívia Monteiro
CT41258,2024-08-28,,Jurídico,Fornecedor,180201.15,Rejeitado,,
CT10210,2024-08-28,2024-09-14,Marketing,Consultoria,22378.37,Aprovado,17.0,Pedro Henrique Nunes
CT24923,2024-08-28,2024-09-11,Jurídico,Software,474578.38,Aprovado,14.0,Davi Lucas Carvalho
CT19761,2024-08-28,2024-09-25,TI,Evento,180381.98,Aprovado,28.0,Apollo Santos
CT29030,2024-08-28,2024-09-11,TI,Fornecedor,427191.29,Aprovado,14.0,Pedro Henrique Nunes
CT02250,2024-08-28,2024-09-18,TI,Evento,49602.13,Aprovado,21.0,Srta. Larissa Fernandes
CT48985,2024-08-28,2024-08-31,Financeiro,Prestação de Serviços,471739.46,Aprovado,3.0,Dr. José Miguel Porto
CT03858,2024-08-28,,Jurídico,Fornecedor,68988.61,Pendente,,
CT30305,2024-08-28,2024-09-21,Operações,Fornecedor,57620.62,Aprovado,24.0,Sr. Theodoro Macedo
CT18221,2024-08-28,2024-09-26,RH,Fornecedor,258534.37,Aprovado,29.0,Luiz Felipe Costa
CT06789,2024-08-28,2024-08-29,RH,Treinamento,438598.52,Aprovado,1.0,Pedro Henrique Nunes
CT19675,2024-08-29,,RH,Software,191166.45,Pendente,,
CT28737,2024-08-29,2024-09-27,Marketing,Evento,187831.7,Aprovado,29.0,Alexandre Pereira
CT19305,2024-08-29,2024-09-01,Operações,Prestação de Serviços,473624.71,Aprovado,3.0,Cecilia Alves
CT01840,2024-08-29,2024-09-27,RH,Consultoria,456572.73,Aprovado,29.0,Sr. Theodoro Macedo
CT15464,2024-08-29,2024-09-10,RH,Prestação de Serviços,471958.36,Aprovado,12.0,Liz Costela
CT36490,2024-08-29,2024-09-10,Financeiro,Fornecedor,98430.1,Aprovado,12.0,Cecilia Alves
CT07675,2024-08-29,2024-08-31,RH,Fornecedor,344639.3,Aprovado,2.0,Isadora Moraes
CT07018,2024-08-29,2024-09-09,RH,Consultoria,370966.87,Aprovado,11.0,Apollo Santos
CT21406,2024-08-29,2024-09-16,TI,Fornecedor,277460.34,Aprovado,18.0,Luiz Felipe Costa
CT38016,2024-08-29,2024-09-10,TI,Treinamento,384624.44,Aprovado,12.0,Anthony Gabriel Costa
CT01618,2024-08-29,2024-09-03,Operações,Evento,211456.73,Aprovado,5.0,Luiz Felipe Costa
CT35745,2024-08-29,2024-09-19,RH,Evento,248689.12,Aprovado,21.0,Srta. Larissa Fernandes
CT19390,2024-08-29,2024-09-12,Compras,Software,149521.4,Aprovado,14.0,Srta. Ana Lívia Monteiro
CT29943,2024-08-29,,Financeiro,Treinamento,319781.95,Cancelado,,
CT44583,2024-08-29,2024-09-17,RH,Treinamento,10114.71,Aprovado,19.0,Dr. João Rios
CT30285,2024-08-29,2024-09-27,Financeiro,Consultoria,305624.83,Aprovado,29.0,Dr. João Rios
CT27420,2024-08-29,,Operações,Treinamento,200603.13,Pendente,,
CT15365,2024-08-29,2024-09-10,RH,Treinamento,495189.86,Aprovado,12.0,Dr. João Rios
CT04360,2024-08-29,,RH,Treinamento,3338.31,Pendente,,
CT02772,2024-08-29,2024-09-09,TI,Prestação de Serviços,479694.86,Aprovado,11.0,Anthony Gabriel Costa
CT28503,2024-08-29,2024-09-07,Operações,Prestação de Serviços,214471.58,Aprovado,9.0,Dr. João Rios
CT27949,2024-08-29,,Operações,Prestação de Serviços,204485.6,Pendente,,
CT28249,2024-08-29,2024-09-27,RH,Software,486314.06,Aprovado,29.0,Anthony Vargas
CT18963,2024-08-29,2024-09-06,RH,Evento,453040.38,Aprovado,8.0,Calebe Rodrigues
CT46364,2024-08-29,,TI,Evento,485791.1,Cancelado,,
CT09644,2024-08-29,2024-09-20,Compras,Consultoria,3577.68,Aprovado,22.0,Dr. João Rios
CT37473,2024-08-29,2024-09-07,Compras,Prestação de Serviços,440829.35,Aprovado,9.0,Asafe Cardoso
CT48091,2024-08-29,2024-09-16,Jurídico,Fornecedor,453493.73,Aprovado,18.0,Pedro Henrique Nunes
CT24334,2024-08-29,2024-09-12,Jurídico,Treinamento,335344.79,Aprovado,14.0,Pedro Henrique Nunes
CT12580,2024-08-29,,TI,Fornecedor,488114.33,Cancelado,,
CT25256,2024-08-29,2024-09-08,RH,Software,487196.66,Aprovado,10.0,Anthony Gabriel Costa
CT25880,2024-08-29,2024-09-09,Operações,Prestação de Serviços,227053.06,Aprovado,11.0,Luiz Felipe Costa
CT30683,2024-08-29,,TI,Evento,474778.38,Pendente,,
CT25127,2024-08-29,2024-09-27,Marketing,Treinamento,72685.32,Aprovado,29.0,Alexandre Pereira
CT11156,2024-08-29,2024-09-26,Marketing,Prestação de Serviços,440682.31,Aprovado,28.0,Sr. Theodoro Macedo
CT46102,2024-08-29,,TI,Fornecedor,104980.13,Pendente,,
CT26915,2024-08-29,2024-09-26,Marketing,Treinamento,443163.2,Aprovado,28.0,Srta. Larissa Fernandes
CT00525,2024-08-29,2024-09-17,TI,Treinamento,140869.77,Aprovado,19.0,Isadora Moraes
CT11507,2024-08-29,,Compras,Software,143039.61,Cancelado,,
CT42226,2024-08-29,2024-09-18,RH,Treinamento,126992.36,Aprovado,20.0,Anthony Gabriel Costa
CT23402,2024-08-29,2024-09-20,Marketing,Fornecedor,365088.17,Aprovado,22.0,Joana Albuquerque
CT42430,2024-08-29,,Operações,Treinamento,452108.05,Rejeitado,,
CT36847,2024-08-29,,Compras,Evento,113426.67,Cancelado,,
CT12730,2024-08-29,2024-09-13,Marketing,Fornecedor,168836.36,Aprovado,15.0,Luiz Fernando Fogaça
CT40895,2024-08-29,2024-09-01,Jurídico,Prestação de Serviços,195244.97,Aprovado,3.0,Pedro Henrique Nunes
CT34425,2024-08-29,,Financeiro,Fornecedor,417681.5,Pendente,,
CT46489,2024-08-29,2024-09-17,Compras,Software,380970.83,Aprovado,19.0,Anthony Gabriel Costa
CT32750,2024-08-29,2024-09-20,RH,Prestação de Serviços,185505.37,Aprovado,22.0,Pedro Henrique Nunes
CT39325,2024-08-29,2024-09-07,Operações,Consultoria,120981.1,Aprovado,9.0,Anthony Gabriel Costa
CT05450,2024-08-29,,Financeiro,Consultoria,123008.94,Rejeitado,,
CT32807,2024-08-29,2024-09-01,TI,Fornecedor,277143.13,Aprovado,3.0,Sr. Theodoro Macedo
CT10029,2024-08-29,,Compras,Prestação de Serviços,212825.76,Rejeitado,,
CT12219,2024-08-29,2024-08-31,Financeiro,Software,163975.03,Aprovado,2.0,Ana Luiza Jesus
CT47597,2024-08-29,2024-09-15,Operações,Evento,166465.38,Aprovado,17.0,Joana Albuquerque
CT13022,2024-08-29,,Jurídico,Fornecedor,210093.88,Pendente,,
CT05810,2024-08-29,2024-09-15,Financeiro,Software,248788.1,Aprovado,17.0,Dr. João Rios
CT00813,2024-08-29,,TI,Evento,383940.78,Pendente,,
CT39549,2024-08-29,2024-09-15,Compras,Fornecedor,334084.88,Aprovado,17.0,Apollo Santos
CT12602,2024-08-30,2024-09-08,TI,Software,11505.8,Aprovado,9.0,Luiz Fernando Fogaça
CT02987,2024-08-30,2024-09-06,Marketing,Treinamento,4569.03,Aprovado,7.0,Isadora Moraes
CT04185,2024-08-30,,Jurídico,Evento,143632.93,Rejeitado,,
CT28244,2024-08-30,2024-09-26,Compras,Fornecedor,133212.74,Aprovado,27.0,Liz Costela
CT41909,2024-08-30,2024-09-01,Operações,Software,4683.08,Aprovado,2.0,Dr. José Miguel Porto
CT17262,2024-08-30,2024-09-04,TI,Software,285146.95,Aprovado,5.0,Cecilia Alves
CT16229,2024-08-30,2024-09-19,Financeiro,Prestação de Serviços,498424.98,Aprovado,20.0,Cecilia Alves
CT11406,2024-08-30,2024-09-21,Jurídico,Consultoria,22847.95,Aprovado,22.0,Cecilia Alves
CT41549,2024-08-30,,Financeiro,Fornecedor,206745.07,Rejeitado,,
CT18886,2024-08-30,2024-09-20,Financeiro,Treinamento,166498.19,Aprovado,21.0,Alexandre Pereira
CT21214,2024-08-30,,TI,Treinamento,361580.71,Pendente,,
CT45042,2024-08-30,2024-09-16,Operações,Evento,137972.48,Aprovado,17.0,Anthony Gabriel Costa
CT23072,2024-08-30,2024-09-25,Jurídico,Consultoria,268922.9,Aprovado,26.0,Liz Costela
CT47899,2024-08-30,2024-09-01,Operações,Prestação de Serviços,460241.97,Aprovado,2.0,Alexandre Pereira
CT35493,2024-08-30,2024-09-19,Marketing,Treinamento,31407.75,Aprovado,20.0,Davi Lucas Carvalho
CT30959,2024-08-30,,TI,Evento,136423.19,Cancelado,,
CT14078,2024-08-30,2024-09-03,Financeiro,Fornecedor,418711.69,Aprovado,4.0,Cecilia Alves
CT49054,2024-08-30,,Operações,Prestação de Serviços,14344.17,Rejeitado,,
CT34595,2024-08-30,2024-09-13,RH,Prestação de Serviços,237008.28,Aprovado,14.0,Anthony Vargas
CT16847,2024-08-30,2024-09-13,RH,Consultoria,20333.71,Aprovado,14.0,Srta. Ana Lívia Monteiro
CT39227,2024-08-30,,Marketing,Consultoria,233295.17,Cancelado,,
CT38046,2024-08-30,,Compras,Software,265637.86,Pendente,,
CT40634,2024-08-30,2024-09-20,TI,Evento,201587.56,Aprovado,21.0,Dr. José Miguel Porto
CT14203,2024-08-30,2024-09-12,Operações,Prestação de Serviços,136772.37,Aprovado,13.0,Dr. João Rios
CT26945,2024-08-30,,TI,Treinamento,300135.08,Pendente,,
CT19003,2024-08-30,,Jurídico,Software,16132.04,Pendente,,
CT16260,2024-08-30,,Compras,Evento,151520.15,Rejeitado,,
CT33769,2024-08-30,,RH,Prestação de Serviços,43473.56,Rejeitado,,
CT29719,2024-08-30,2024-09-13,TI,Treinamento,351884.91,Aprovado,14.0,Dr. José Miguel Porto
CT32304,2024-08-30,2024-08-31,Operações,Evento,364807.79,Aprovado,1.0,Liz Costela
CT40873,2024-08-30,2024-09-24,Jurídico,Treinamento,46793.85,Aprovado,25.0,Asafe Cardoso
CT44819,2024-08-30,2024-09-22,Financeiro,Prestação de Serviços,215674.64,Aprovado,23.0,Pedro Henrique Nunes
CT16885,2024-08-30,,Operações,Prestação de Serviços,99230.79,Rejeitado,,
CT35153,2024-08-30,2024-09-22,Operações,Fornecedor,474920.62,Aprovado,23.0,Dr. João Rios
CT22895,2024-08-30,,Compras,Treinamento,184933.0,Pendente,,
CT13753,2024-08-30,,Operações,Treinamento,413902.17,Cancelado,,
CT09267,2024-08-30,2024-08-31,Financeiro,Software,428486.16,Aprovado,1.0,Sr. Theodoro Macedo
CT06828,2024-08-30,2024-09-12,Financeiro,Prestação de Serviços,133343.64,Aprovado,13.0,Liz Costela
CT36364,2024-08-30,,RH,Evento,239862.24,Rejeitado,,
CT19645,2024-08-30,2024-09-04,Financeiro,Evento,425442.64,Aprovado,5.0,Liz Costela
CT27271,2024-08-30,2024-09-29,Jurídico,Consultoria,129068.85,Aprovado,30.0,Srta. Larissa Fernandes
CT33194,2024-08-30,2024-09-29,Operações,Fornecedor,132224.95,Aprovado,30.0,Asafe Cardoso
CT46448,2024-08-30,2024-09-20,Financeiro,Treinamento,254669.15,Aprovado,21.0,Alexandre Pereira
CT21565,2024-08-30,,Marketing,Prestação de Serviços,416427.95,Cancelado,,
CT47663,2024-08-30,2024-09-19,Operações,Fornecedor,355330.0,Aprovado,20.0,Anthony Gabriel Costa
CT23904,2024-08-30,2024-09-13,Operações,Prestação de Serviços,225181.28,Aprovado,14.0,Dr. João Rios
CT03403,2024-08-30,2024-09-20,TI,Consultoria,142540.94,Aprovado,21.0,Luiz Fernando Fogaça
CT39368,2024-08-30,,Compras,Treinamento,365134.71,Rejeitado,,
CT32239,2024-08-30,2024-08-31,Operações,Treinamento,424916.92,Aprovado,1.0,Dr. João Rios
CT18296,2024-08-30,2024-09-23,Financeiro,Software,168387.45,Aprovado,24.0,Alexandre Pereira
CT39010,2024-08-30,2024-09-02,Compras,Software,234181.48,Aprovado,3.0,Alexandre Pereira
CT47937,2024-08-30,2024-09-11,RH,Evento,337074.19,Aprovado,12.0,Cecilia Alves
CT16958,2024-08-30,2024-09-16,Marketing,Software,312300.14,Aprovado,17.0,Luiz Felipe Costa
CT01595,2024-08-30,,RH,Consultoria,103361.65,Pendente,,
CT49271,2024-08-30,2024-09-13,Compras,Treinamento,162378.82,Aprovado,14.0,Srta. Larissa Fernandes
CT15538,2024-08-30,2024-09-15,TI,Evento,416310.51,Aprovado,16.0,Cecilia Alves
CT15559,2024-08-30,,Compras,Consultoria,71545.29,Rejeitado,,
CT33425,2024-08-30,2024-09-14,Marketing,Prestação de Serviços,352455.39,Aprovado,15.0,Pedro Henrique Nunes
CT03360,2024-08-30,2024-09-16,RH,Fornecedor,23029.06,Aprovado,17.0,Sr. Theodoro Macedo
CT02356,2024-08-30,2024-09-23,Marketing,Consultoria,61499.94,Aprovado,24.0,Sr. Theodoro Macedo
CT24228,2024-08-31,,Marketing,Fornecedor,434692.45,Cancelado,,
